No.,Time,Source,Destination,Protocol,Length,Info,label
460,447.420428,192.168.43.164,192.168.43.1,DNS,76,Standard query 0xc2f6 AAAA www.linkedin.com,0
461,447.444225,192.168.43.164,192.168.43.1,DNS,76,Standard query 0x1e11 AAAA www.linkedin.com,0
462,447.444381,192.168.43.164,192.168.43.1,DNS,76,Standard query 0x5ebd A www.linkedin.com,0
463,447.444465,192.168.43.164,192.168.43.1,DNS,76,Standard query 0xa637 HTTPS www.linkedin.com,0
464,447.457214,192.168.43.1,192.168.43.164,DNS,207,Standard query response 0x46e0 A www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net A 150.171.22.12,0
465,447.457214,192.168.43.1,192.168.43.164,DNS,219,Standard query response 0xc2f6 AAAA www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net AAAA 2620:1ec:50::12,0
466,447.485537,192.168.43.1,192.168.43.164,DNS,219,Standard query response 0x1e11 AAAA www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net AAAA 2620:1ec:50::12,0
467,447.485537,192.168.43.1,192.168.43.164,DNS,207,Standard query response 0x5ebd A www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net A 150.171.22.12,0
468,447.485537,192.168.43.1,192.168.43.164,DNS,248,Standard query response 0xa637 HTTPS www.linkedin.com CNAME afd-wcs-ramp.www.linkedin.com CNAME wcs-afd.www.linkedin.com CNAME www-linkedin-com.ln-0002.ln-msedge.net CNAME ln-0002.ln-msedge.net SOA ns1.ln-msedge.net,0
469,447.589658,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2404:6800:4003:c01::bc,TCP,86,61856  >  5228 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
470,447.598225,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,86,61857  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
471,447.619969,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,86,61858  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
472,447.636801,192.168.43.164,192.168.43.1,DNS,95,Standard query 0xade0 AAAA pub-csm-jpea-01-t.trouter.skype.com,0
473,447.636998,192.168.43.164,192.168.43.1,DNS,95,Standard query 0xaed8 A pub-csm-jpea-01-t.trouter.skype.com,0
474,447.637129,192.168.43.164,192.168.43.1,DNS,95,Standard query 0x1ae2 HTTPS pub-csm-jpea-01-t.trouter.skype.com,0
475,447.637503,192.168.43.164,192.168.43.1,DNS,74,Standard query 0xa678 AAAA teams.live.com,0
476,447.637608,192.168.43.164,192.168.43.1,DNS,74,Standard query 0xf1c1 A teams.live.com,0
477,447.637731,192.168.43.164,192.168.43.1,DNS,74,Standard query 0x0755 HTTPS teams.live.com,0
478,447.644057,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,86,61859  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
479,447.675145,192.168.43.1,192.168.43.164,DNS,401,Standard query response 0xade0 AAAA pub-csm-jpea-01-t.trouter.skype.com CNAME partition-cname-trouter.pub-csm-jpea-01.ic3-edf-trouter.japaneast-prod.cosmic.office.net CNAME cosmic-japaneast-ns-f03ba3c9aa58.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-034.ic3-edf-trouter.01-japaneast-prod.cosmic.office.net AAAA 2603:1040:401:c::a,0
480,447.676068,192.168.43.1,192.168.43.164,DNS,389,Standard query response 0xaed8 A pub-csm-jpea-01-t.trouter.skype.com CNAME partition-cname-trouter.pub-csm-jpea-01.ic3-edf-trouter.japaneast-prod.cosmic.office.net CNAME cosmic-japaneast-ns-f03ba3c9aa58.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-034.ic3-edf-trouter.01-japaneast-prod.cosmic.office.net A 48.218.107.40,0
481,447.68571,192.168.43.1,192.168.43.164,DNS,456,Standard query response 0x1ae2 HTTPS pub-csm-jpea-01-t.trouter.skype.com CNAME partition-cname-trouter.pub-csm-jpea-01.ic3-edf-trouter.japaneast-prod.cosmic.office.net CNAME cosmic-japaneast-ns-f03ba3c9aa58.trafficmanager.net CNAME partition-cname-trouter-ic3-edf-trouter-service-trouter-1.d02-034.ic3-edf-trouter.01-japaneast-prod.cosmic.office.net SOA ns1-36.azure-dns.com,0
482,447.686755,192.168.43.1,192.168.43.164,DNS,135,Standard query response 0xa678 AAAA teams.live.com CNAME s-0005.s-msedge.net AAAA 2620:1ec:42::132,0
483,447.687585,192.168.43.1,192.168.43.164,DNS,123,Standard query response 0xf1c1 A teams.live.com CNAME s-0005.s-msedge.net A 52.113.194.132,0
484,447.690848,192.168.43.1,192.168.43.164,DNS,164,Standard query response 0x0755 HTTPS teams.live.com CNAME s-0005.s-msedge.net SOA ns1.s-msedge.net,0
485,447.696332,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:42::132,TCP,86,61860  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
486,447.696929,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:401:c::a,TCP,86,61861  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
487,447.876935,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,86,61862  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
488,447.903702,192.168.43.164,150.171.22.12,TCP,66,61863  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
489,447.903978,192.168.43.164,74.125.68.188,TCP,66,61864  >  5228 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
490,447.906464,192.168.43.164,192.168.43.1,DNS,84,Standard query 0x400a A ipv6.msftconnecttest.com,0
491,447.906743,192.168.43.164,192.168.43.1,DNS,84,Standard query 0x7833 AAAA ipv6.msftconnecttest.com,0
492,447.915319,192.168.43.164,192.168.43.1,DNS,83,Standard query 0x8f57 A www.msftconnecttest.com,0
493,447.915763,192.168.43.164,192.168.43.1,DNS,83,Standard query 0x0d4c AAAA www.msftconnecttest.com,0
494,447.936744,192.168.43.1,192.168.43.164,DNS,269,Standard query response 0x400a A ipv6.msftconnecttest.com CNAME ncsiv6-geo.trafficmanager.net CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net SOA n0i6g1.akamai.net,0
495,447.944107,192.168.43.1,192.168.43.164,DNS,264,Standard query response 0x7833 AAAA ipv6.msftconnecttest.com CNAME ncsiv6-geo.trafficmanager.net CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net AAAA 2600:140f:e400::172e:bb40 AAAA 2600:140f:e400::172e:bb22,0
496,447.951416,192.168.43.1,192.168.43.164,DNS,227,Standard query response 0x8f57 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 23.48.245.170 A 23.48.245.178,0
497,447.951416,192.168.43.1,192.168.43.164,DNS,254,Standard query response 0x0d4c AAAA www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net SOA n0g2.akamai.net,0
498,447.952328,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:140f:e400::172e:bb40,TCP,86,61865  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
499,447.955004,192.168.43.164,23.48.245.170,TCP,66,61866  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
500,447.959954,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:42::132,TCP,86,61867  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
501,447.960209,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:401:c::a,TCP,86,61868  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
502,447.973124,150.171.22.12,192.168.43.164,TCP,66,"443  >  61863 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM",0
503,447.973195,192.168.43.164,150.171.22.12,TCP,54,61863  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
504,447.973769,192.168.43.164,150.171.22.12,TCP,1454,61863  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=1400 [TCP PDU reassembled in 505],0
505,447.973769,192.168.43.164,150.171.22.12,TLSv1.3,476,Client Hello (SNI=www.linkedin.com),1
506,448.011282,192.168.43.164,52.113.194.132,TCP,66,61869  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
507,448.011453,192.168.43.164,48.218.107.40,TCP,66,61870  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
508,448.013973,74.125.68.188,192.168.43.164,TCP,66,"5228  >  61864 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256",0
509,448.014046,192.168.43.164,74.125.68.188,TCP,54,61864  >  5228 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
510,448.01457,192.168.43.164,74.125.68.188,TCP,1454,61864  >  5228 [ACK] Seq=1 Ack=1 Win=65792 Len=1400 [TCP PDU reassembled in 511],0
511,448.01457,192.168.43.164,74.125.68.188,TLSv1.3,353,Client Hello (SNI=mtalk.google.com),1
512,448.035493,23.48.245.170,192.168.43.164,TCP,66,"80  >  61866 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128",0
513,448.035588,192.168.43.164,23.48.245.170,TCP,54,61866  >  80 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
514,448.035875,192.168.43.164,23.48.245.170,HTTP,208,GET /connecttest.txt HTTP/1.1 ,0
515,448.04559,150.171.22.12,192.168.43.164,TCP,54,443  >  61863 [ACK] Seq=1 Ack=1823 Win=4194304 Len=0,0
516,448.04559,150.171.22.12,192.168.43.164,TLSv1.3,153,"Hello Retry Request, Change Cipher Spec",1
517,448.046572,192.168.43.164,150.171.22.12,TLSv1.3,722,"Change Cipher Spec, Client Hello (SNI=www.linkedin.com)",1
518,448.053802,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a03:9::1b6,TCP,131,"[TCP Retransmission] 61735  >  443 [PSH, ACK] Seq=229 Ack=185 Win=256 Len=57",0
519,448.053923,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a06:6::,TCP,74,"[TCP Retransmission] 60743  >  443 [FIN, ACK] Seq=2 Ack=1 Win=257 Len=0",0
520,448.069965,52.113.194.132,192.168.43.164,TCP,66,"443  >  61869 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM",0
521,448.070034,192.168.43.164,52.113.194.132,TCP,54,61869  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
522,448.070594,192.168.43.164,52.113.194.132,TCP,1454,61869  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=1400 [TCP PDU reassembled in 523],0
523,448.070594,192.168.43.164,52.113.194.132,TLSv1.3,410,Client Hello (SNI=teams.live.com),1
524,448.114035,23.48.245.170,192.168.43.164,TCP,54,80  >  61866 [ACK] Seq=1 Ack=155 Win=64128 Len=0,0
525,448.114679,23.48.245.170,192.168.43.164,HTTP,241,HTTP/1.1 200 OK  (text/plain),0
526,448.114679,23.48.245.170,192.168.43.164,TCP,54,"80  >  61866 [FIN, ACK] Seq=188 Ack=155 Win=64128 Len=0",0
527,448.114723,192.168.43.164,23.48.245.170,TCP,54,61866  >  80 [ACK] Seq=155 Ack=189 Win=65536 Len=0,0
528,448.120126,192.168.43.164,23.48.245.170,TCP,54,"61866  >  80 [FIN, ACK] Seq=155 Ack=189 Win=65536 Len=0",0
529,448.125841,150.171.22.12,192.168.43.164,TCP,54,443  >  61863 [ACK] Seq=100 Ack=2491 Win=4193536 Len=0,0
530,448.128953,150.171.22.12,192.168.43.164,TLSv1.3,1454,Server Hello,1
531,448.129544,150.171.22.12,192.168.43.164,TCP,2854,443  >  61863 [ACK] Seq=1500 Ack=2491 Win=4193536 Len=2800 [TCP PDU reassembled in 532],1
532,448.129544,150.171.22.12,192.168.43.164,TLSv1.3,682,Application Data,1
533,448.12959,192.168.43.164,150.171.22.12,TCP,54,61863  >  443 [ACK] Seq=2491 Ack=4928 Win=65792 Len=0,0
534,448.137444,192.168.43.164,150.171.22.12,TLSv1.3,128,Application Data,1
535,448.137693,192.168.43.164,150.171.22.12,TLSv1.3,146,Application Data,1
536,448.137845,192.168.43.164,150.171.22.12,TLSv1.3,299,Application Data,1
537,448.13789,192.168.43.164,150.171.22.12,TLSv1.3,576,Application Data,1
538,448.140334,74.125.68.188,192.168.43.164,TCP,54,5228  >  61864 [ACK] Seq=1 Ack=1401 Win=268544 Len=0,0
539,448.140334,74.125.68.188,192.168.43.164,TCP,54,5228  >  61864 [ACK] Seq=1 Ack=1700 Win=268288 Len=0,0
540,448.140685,74.125.68.188,192.168.43.164,TLSv1.3,2854,"Server Hello, Change Cipher Spec",1
541,448.140722,192.168.43.164,74.125.68.188,TCP,54,61864  >  5228 [ACK] Seq=1700 Ack=2801 Win=65792 Len=0,0
542,448.141144,74.125.68.188,192.168.43.164,TCP,2854,"5228  >  61864 [PSH, ACK] Seq=2801 Ack=1700 Win=268288 Len=2800 [TCP PDU reassembled in 545]",1
543,448.141172,192.168.43.164,74.125.68.188,TCP,54,61864  >  5228 [ACK] Seq=1700 Ack=5601 Win=65792 Len=0,0
544,448.141531,74.125.68.188,192.168.43.164,TCP,1454,5228  >  61864 [ACK] Seq=5601 Ack=1700 Win=268288 Len=1400 [TCP PDU reassembled in 545],0
545,448.141531,74.125.68.188,192.168.43.164,TLSv1.3,738,Application Data,1
546,448.141531,52.113.194.132,192.168.43.164,TCP,54,443  >  61869 [ACK] Seq=1 Ack=1401 Win=4194304 Len=0,0
547,448.141531,52.113.194.132,192.168.43.164,TCP,54,443  >  61869 [ACK] Seq=1 Ack=1757 Win=4193792 Len=0,0
548,448.14158,192.168.43.164,74.125.68.188,TCP,54,61864  >  5228 [ACK] Seq=1700 Ack=7685 Win=65792 Len=0,0
549,448.141618,52.113.194.132,192.168.43.164,TLSv1.3,153,"Hello Retry Request, Change Cipher Spec",1
550,448.142487,192.168.43.164,52.113.194.132,TLSv1.3,656,"Change Cipher Spec, Client Hello (SNI=teams.live.com)",1
551,448.143348,192.168.43.164,74.125.68.188,TLSv1.3,118,"Change Cipher Spec, Application Data",1
552,448.143723,192.168.43.164,74.125.68.188,TLSv1.3,264,Application Data,1
553,448.179512,192.168.43.164,150.171.22.12,TCP,66,61871  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
554,448.190513,192.168.43.164,192.168.43.1,DNS,82,Standard query 0x58b4 A client.wns.windows.com,0
555,448.190874,192.168.43.164,192.168.43.1,DNS,82,Standard query 0xf7c4 AAAA client.wns.windows.com,0
556,448.195702,52.113.194.132,192.168.43.164,TCP,54,443  >  61869 [ACK] Seq=100 Ack=2359 Win=4193280 Len=0,0
557,448.19579,192.168.43.164,192.168.43.1,DNS,87,Standard query 0xdfc2 A continuum.dds.microsoft.com,0
558,448.196069,192.168.43.164,192.168.43.1,DNS,87,Standard query 0x5770 AAAA continuum.dds.microsoft.com,0
559,448.197426,48.218.107.40,192.168.43.164,TCP,66,"443  >  61870 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1390 WS=256 SACK_PERM",0
560,448.197484,192.168.43.164,48.218.107.40,TCP,54,61870  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0,0
561,448.19795,192.168.43.164,48.218.107.40,TCP,1444,61870  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=1390 [TCP PDU reassembled in 562],0
562,448.19795,192.168.43.164,48.218.107.40,TLSv1.3,473,Client Hello (SNI=pub-csm-jpea-01-t.trouter.skype.com),1
563,448.208601,52.113.194.132,192.168.43.164,TLSv1.3,2854,Server Hello,1
564,448.208652,192.168.43.164,52.113.194.132,TCP,54,61869  >  443 [ACK] Seq=2359 Ack=2900 Win=65792 Len=0,0
565,448.20903,52.113.194.132,192.168.43.164,TCP,2854,443  >  61869 [ACK] Seq=2900 Ack=2359 Win=4193280 Len=2800 [TCP PDU reassembled in 566],1
566,448.20903,52.113.194.132,192.168.43.164,TLSv1.3,490,Application Data,1
567,448.209059,192.168.43.164,52.113.194.132,TCP,54,61869  >  443 [ACK] Seq=2359 Ack=6136 Win=65792 Len=0,0
568,448.209357,150.171.22.12,192.168.43.164,TCP,54,443  >  61863 [ACK] Seq=4928 Ack=3424 Win=4194304 Len=0,0
569,448.209357,150.171.22.12,192.168.43.164,TLSv1.3,513,Application Data,1
570,448.209357,150.171.22.12,192.168.43.164,TLSv1.3,116,Application Data,1
571,448.209396,192.168.43.164,150.171.22.12,TCP,54,61863  >  443 [ACK] Seq=3424 Ack=5449 Win=65024 Len=0,0
572,448.209556,192.168.43.164,150.171.22.12,TLSv1.3,85,Application Data,1
573,448.211421,192.168.43.164,52.113.194.132,TLSv1.3,128,Application Data,1
574,448.211647,192.168.43.164,52.113.194.132,TLSv1.3,146,Application Data,1
575,448.21195,192.168.43.164,52.113.194.132,TLSv1.3,668,Application Data,1
576,448.224447,192.168.43.1,192.168.43.164,DNS,141,Standard query response 0x58b4 A client.wns.windows.com CNAME wns.notify.trafficmanager.net A 4.213.25.240,0
577,448.225087,192.168.43.1,192.168.43.164,DNS,153,Standard query response 0xf7c4 AAAA client.wns.windows.com CNAME wns.notify.trafficmanager.net AAAA 2603:1040:a06:6::,0
578,448.225592,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a06:6::,TCP,86,60744  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
579,448.226253,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a06:6::,TCP,86,60745  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
580,448.230855,192.168.43.1,192.168.43.164,DNS,292,Standard query response 0xdfc2 A continuum.dds.microsoft.com CNAME afdrolloutatmfor3pcstraffic.trafficmanager.net CNAME dds-cs-endpoint-c8bme3d0gud5h9a2.b02.azurefd.net CNAME shed.dual-low.s-part-0020.t-0009.t-msedge.net CNAME s-part-0020.t-0009.t-msedge.net A 13.107.246.48,0
581,448.231875,192.168.43.1,192.168.43.164,DNS,304,Standard query response 0x5770 AAAA continuum.dds.microsoft.com CNAME afdrolloutatmfor3pcstraffic.trafficmanager.net CNAME dds-cs-endpoint-c8bme3d0gud5h9a2.b02.azurefd.net CNAME shed.dual-low.s-part-0020.t-0009.t-msedge.net CNAME s-part-0020.t-0009.t-msedge.net AAAA 2620:1ec:bdf::48,0
582,448.233485,150.171.22.12,192.168.43.164,TCP,66,"443  >  61871 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM",0
583,448.233561,192.168.43.164,150.171.22.12,TCP,54,61871  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
584,448.234118,192.168.43.164,150.171.22.12,TCP,1454,61871  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=1400 [TCP PDU reassembled in 585],0
585,448.234118,192.168.43.164,150.171.22.12,TLSv1.3,895,Client Hello (SNI=www.linkedin.com),1
586,448.234883,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:bdf::48,TCP,86,61872  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
587,448.252854,74.125.68.188,192.168.43.164,TCP,54,5228  >  61864 [ACK] Seq=7685 Ack=1974 Win=268032 Len=0,0
588,448.252854,74.125.68.188,192.168.43.164,TLSv1.3,591,"Application Data, Application Data",1
589,448.268111,74.125.68.188,192.168.43.164,TLSv1.3,143,Application Data,1
590,448.268111,74.125.68.188,192.168.43.164,TLSv1.3,88,Application Data,1
591,448.268111,150.171.22.12,192.168.43.164,TLSv1.3,85,Application Data,1
592,448.268173,192.168.43.164,74.125.68.188,TCP,54,61864  >  5228 [ACK] Seq=1974 Ack=8345 Win=65024 Len=0,0
593,448.269216,52.113.194.132,192.168.43.164,TCP,54,443  >  61869 [ACK] Seq=6136 Ack=2433 Win=4193280 Len=0,0
594,448.27403,192.168.43.164,52.113.194.132,TCP,66,61873  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
595,448.274282,192.168.43.164,48.218.107.40,TCP,66,61874  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
596,448.277693,52.113.194.132,192.168.43.164,TLSv1.3,513,Application Data,1
597,448.277693,52.113.194.132,192.168.43.164,TLSv1.3,116,Application Data,1
598,448.277693,52.113.194.132,192.168.43.164,TCP,54,443  >  61869 [ACK] Seq=6657 Ack=2525 Win=4193024 Len=0,0
599,448.277693,52.113.194.132,192.168.43.164,TLSv1.3,85,Application Data,1
600,448.277752,192.168.43.164,52.113.194.132,TCP,54,61869  >  443 [ACK] Seq=3139 Ack=6688 Win=65024 Len=0,0
601,448.277931,192.168.43.164,52.113.194.132,TLSv1.3,85,Application Data,1
602,448.279388,150.171.22.12,192.168.43.164,TCP,54,443  >  61863 [ACK] Seq=5480 Ack=3455 Win=4194304 Len=0,0
603,448.29246,192.168.43.164,192.168.43.1,DNS,83,Standard query 0x0a77 A www.msftconnecttest.com,0
604,448.29246,192.168.43.164,192.168.43.1,DNS,84,Standard query 0x7fed A ipv6.msftconnecttest.com,0
605,448.292528,192.168.43.164,192.168.43.1,DNS,84,Standard query 0xa682 AAAA ipv6.msftconnecttest.com,0
606,448.292564,192.168.43.164,192.168.43.1,DNS,83,Standard query 0x009f AAAA www.msftconnecttest.com,0
607,448.294934,192.168.43.1,192.168.43.164,DNS,233,Standard query response 0x0a77 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net A 23.48.245.178 A 23.48.245.170,0
608,448.295206,192.168.43.1,192.168.43.164,DNS,214,Standard query response 0x7fed A ipv6.msftconnecttest.com CNAME ncsiv6-geo.trafficmanager.net CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net,0
609,448.295579,192.168.43.1,192.168.43.164,DNS,270,Standard query response 0xa682 AAAA ipv6.msftconnecttest.com CNAME ncsiv6-geo.trafficmanager.net CNAME ipv6.msftconnecttest.com.edgesuite.net CNAME a1968.i6g1.akamai.net AAAA 2600:140f:e400::172e:bb22 AAAA 2600:140f:e400::172e:bb40,0
610,448.295579,192.168.43.1,192.168.43.164,DNS,201,Standard query response 0x009f AAAA www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME www.msftncsi.com.edgesuite.net CNAME a1961.g2.akamai.net,0
611,448.296117,192.168.43.164,23.48.245.178,TCP,66,61876  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
612,448.296117,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2600:140f:e400::172e:bb22,TCP,86,61875  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
613,448.300123,150.171.22.12,192.168.43.164,TCP,54,443  >  61871 [ACK] Seq=1 Ack=2242 Win=4194304 Len=0,0
614,448.300123,150.171.22.12,192.168.43.164,TLSv1.3,153,"Hello Retry Request, Change Cipher Spec",1
615,448.301104,192.168.43.164,150.171.22.12,TLSv1.3,1141,"Change Cipher Spec, Client Hello (SNI=www.linkedin.com)",1
616,448.307024,192.168.43.164,192.168.43.1,DNS,77,Standard query 0x2133 AAAA stk.protechts.net,0
617,448.307266,192.168.43.164,192.168.43.1,DNS,77,Standard query 0x1b98 A stk.protechts.net,0
618,448.307416,192.168.43.164,192.168.43.1,DNS,77,Standard query 0xb154 HTTPS stk.protechts.net,0
619,448.310162,192.168.43.1,192.168.43.164,DNS,93,Standard query response 0x1b98 A stk.protechts.net A 34.107.199.61,0
620,448.320266,192.168.43.164,150.171.22.12,TCP,54,61863  >  443 [ACK] Seq=3455 Ack=5480 Win=65024 Len=0,0
621,448.330783,52.113.194.132,192.168.43.164,TLSv1.3,510,Application Data,1
622,448.333346,192.168.43.1,192.168.43.164,DNS,170,Standard query response 0x2133 AAAA stk.protechts.net SOA ns-cloud-e1.googledomains.com,0
623,448.333346,192.168.43.1,192.168.43.164,DNS,170,Standard query response 0xb154 HTTPS stk.protechts.net SOA ns-cloud-e1.googledomains.com,0
624,448.333933,192.168.43.164,34.107.199.61,TCP,66,61877  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,0
625,448.33536,52.113.194.132,192.168.43.164,TCP,54,443  >  61869 [ACK] Seq=7144 Ack=3170 Win=4194304 Len=0,0
626,448.350491,52.113.194.132,192.168.43.164,TCP,66,"443  >  61873 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 WS=256 SACK_PERM",0
627,448.350559,192.168.43.164,52.113.194.132,TCP,54,61873  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
628,448.351067,192.168.43.164,52.113.194.132,TCP,1454,61873  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=1400 [TCP PDU reassembled in 629],0
629,448.351067,192.168.43.164,52.113.194.132,TLSv1.3,925,Client Hello (SNI=teams.live.com),1
630,448.36045,150.171.22.12,192.168.43.164,TCP,54,443  >  61871 [ACK] Seq=100 Ack=3329 Win=4193280 Len=0,0
631,448.36045,150.171.22.12,192.168.43.164,TLSv1.3,345,"Server Hello, Application Data",1
632,448.360693,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2620:1ec:50::12,TCP,86,61878  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM,0
633,448.361658,192.168.43.164,150.171.22.12,TLSv1.3,128,Application Data,1
634,448.367595,2401:4900:1a54:1802:6144:3bc9:3fe2:2fa1,2603:1040:a03:9::1b6,TCP,131,"[TCP Retransmission] 61735  >  443 [PSH, ACK] Seq=229 Ack=185 Win=256 Len=57",0
635,448.383308,23.48.245.178,192.168.43.164,TCP,66,"80  >  61876 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=128",0
636,448.383388,192.168.43.164,23.48.245.178,TCP,54,61876  >  80 [ACK] Seq=1 Ack=1 Win=65792 Len=0,0
637,448.383409,192.168.43.164,52.113.194.132,TCP,54,61869  >  443 [ACK] Seq=3170 Ack=7144 Win=64768 Len=0,0
